Rxx (ohm),Rxy (ohm),EM Current (percentage),Vxx (mV),Vxy (mV),Magnetic Field (T),Time stamp,T sample (K),T valve (k),DC current (mA),angle (°)
155.520025,-0.08549699999999999,56.11157261457938,0.155520025,-8.5497e-05,0.609,58.96834444999695,150.06,149.97,0.001,-15.0
155.52018,-0.0855665,51.314666699090424,0.15552018,-8.556650000000001e-05,0.5588,65.7238655090332,150.07,149.98,0.001,-15.0
155.52042999999998,-0.085502,46.599157851336464,0.15552043,-8.5502e-05,0.50875,72.45089960098267,150.07,150.01,0.001,-15.0
155.521195,-0.0856685,41.92868749539299,0.155521195,-8.56685e-05,0.4584,79.11595416069031,150.08,149.97,0.001,-15.0
155.52104,-0.08547,37.27513539594998,0.15552104,-8.547e-05,0.4085,85.77841186523438,150.08,149.99,0.001,-15.0
155.52149500000002,-0.08553999999999999,32.618619658311886,0.155521495,-8.554e-05,0.358,92.45443964004517,150.07,150.01,0.001,-15.0
155.52159500000002,-0.08546500000000001,27.947496728397667,0.155521595,-8.546500000000001e-05,0.30745,99.12350916862488,150.06,149.99,0.001,-15.0
155.52236,-0.08557749999999999,23.258361392740753,0.15552236,-8.557749999999999e-05,0.25655,105.81605267524719,150.06,149.98,0.001,-15.0
155.523065,-0.08552399999999999,18.556046778489065,0.15552306500000002,-8.552399999999999e-05,0.20550000000000002,112.50211024284363,150.08,149.98,0.001,-15.0
155.523525,-0.08555549999999999,17.615007636575633,0.155523525,-8.55555e-05,0.19505,116.95080184936523,150.07,149.98,0.001,-15.0
155.523675,-0.085567,16.674081935315986,0.155523675,-8.5567e-05,0.18515,121.38899397850037,150.09,149.98,0.001,-15.0
155.523825,-0.08541599999999999,15.733426971832158,0.155523825,-8.5416e-05,0.1746,125.81870937347412,150.05,150.01,0.001,-15.0
155.52439,-0.0855885,14.793213224591168,0.15552439,-8.55885e-05,0.16435,130.25341725349426,150.06,150.01,0.001,-15.0
155.524285,-0.08539499999999998,13.853624353405008,0.15552428499999998,-8.539499999999999e-05,0.1547,134.6876401901245,150.08,150.02,0.001,-15.0
155.52428500000002,-0.085384,12.914857199430665,0.155524285,-8.538400000000001e-05,0.14429999999999998,139.13731789588928,150.08,150.01,0.001,-15.0
155.52530000000002,-0.085438,11.977121785170102,0.1555253,-8.5438e-05,0.1335,143.59699392318726,150.09,149.96,0.001,-15.0
155.52565499999997,-0.08535199999999998,11.040641314470264,0.15552565499999998,-8.535199999999999e-05,0.1235,148.02558398246765,150.06,149.96,0.001,-15.0
155.52616,-0.085384,10.105652172523085,0.15552616,-8.538400000000001e-05,0.11299999999999999,152.46555495262146,150.07,149.99,0.001,-15.0
155.52600999999999,-0.08531949999999999,9.17240392586548,0.15552601,-8.53195e-05,0.10350000000000001,156.92324995994568,150.08,149.98,0.001,-15.0
155.52677,-0.0853625,8.241159322379342,0.15552677,-8.53625e-05,0.0933,161.34746742248535,150.08,149.99,0.001,-15.0
155.52682000000001,-0.0853895,7.312194291291557,0.15552682,-8.53895e-05,0.08305,165.80714511871338,150.08,150.02,0.001,-15.0
155.52747499999998,-0.085384,6.385797943173984,0.155527475,-8.538400000000001e-05,0.0726,170.23134422302246,150.07,150.0,0.001,-15.0
155.527885,-0.08526049999999999,5.462272569943473,0.155527885,-8.526049999999999e-05,0.0628,174.66953563690186,150.08,149.99,0.001,-15.0
155.5289,-0.08518499999999998,4.541933644861854,0.1555289,-8.518499999999999e-05,0.05275,179.11921334266663,150.09,149.99,0.001,-15.0
155.52971,-0.08507250000000001,3.625109822535939,0.15552971,-8.507250000000001e-05,0.042800000000000005,183.56889152526855,150.08,150.0,0.001,-15.0
155.53113000000002,-0.08481499999999999,2.7121429389175247,0.15553113000000002,-8.4815e-05,0.0327,187.9820990562439,150.07,150.0,0.001,-15.0
155.53311,-0.084509,1.803388011303391,0.15553311,-8.4509e-05,0.0231,192.4117774963379,150.08,150.01,0.001,-15.0
155.53757000000002,-0.0836115,0.8992132383353009,0.15553757,-8.36115e-05,0.0133,196.83947229385376,150.1,150.02,0.001,-15.0
155.53939499999998,-0.0831545,0.44896207619309175,0.155539395,-8.31545e-05,0.00835,200.98618912696838,150.06,150.01,0.001,-15.0
155.54010499999998,-0.08281099999999998,0.39501759062550346,0.15554010499999998,-8.281099999999999e-05,0.00745,204.88292026519775,150.08,150.0,0.001,-15.0
155.540865,-0.08267699999999999,0.34109175223188015,0.155540865,-8.2677e-05,0.0072,208.78887796401978,150.09,150.02,0.001,-15.0
155.54117,-0.08241349999999999,0.28718464649371495,0.15554117,-8.241349999999999e-05,0.00655,212.69544434547424,150.08,150.01,0.001,-15.0
155.54172499999999,-0.082371,0.23329635906333102,0.155541725,-8.2371e-05,0.0057,216.60516214370728,150.09,149.97,0.001,-15.0
155.54249,-0.08213999999999999,0.17942697576388178,0.15554248999999998,-8.214e-05,0.0049,220.51439142227173,150.09,150.0,0.001,-15.0
155.543095,-0.0821665,0.12557658258935098,0.155543095,-8.216650000000001e-05,0.005,224.42213344573975,150.08,149.99,0.001,-15.0
155.54314499999998,-0.0822525,0.07174526570455253,0.155543145,-8.22525e-05,0.0037,228.32538723945618,150.06,150.02,0.001,-15.0
155.542285,-0.0821825,0.01793311144513059,0.155542285,-8.21825e-05,0.0031999999999999997,232.22712755203247,150.1,150.0,0.001,-15.0
155.54102,-0.081914,-0.035868361681283045,0.15554102,-8.1914e-05,0.0032500000000000003,239.4131395816803,150.07,150.0,0.001,-15.0
155.540405,-0.08108649999999999,-0.08968691308589159,0.155540405,-8.10865e-05,0.0029,243.3308699131012,150.1,150.01,0.001,-15.0
155.537975,-0.08002899999999999,-0.14352459831834743,0.155537975,-8.002899999999999e-05,0.00185,247.23462557792664,150.1,150.0,0.001,-15.0
155.53447500000001,-0.07929850000000001,-0.19738133109994987,0.155534475,-7.92985e-05,0.0012000000000000001,251.15036177635193,150.1,149.98,0.001,-15.0
155.525095,-0.077821,-0.25125702532282834,0.155525095,-7.7821e-05,0.0005,255.05710697174072,150.08,150.01,0.001,-15.0
155.50897000000003,-0.07603199999999999,-0.3051515950499426,0.15550897000000002,-7.603199999999999e-05,0.00025,258.9843385219574,150.1,150.0,0.001,-15.0
155.429715,-0.076355,-0.3590649545150826,0.155429715,-7.635500000000001e-05,0.0,262.8866014480591,150.08,149.99,0.001,-15.0
