Rxx (ohm),Rxy (ohm),EM Current (percentage),Vxx (mV),Vxy (mV),Magnetic Field (T),Time stamp,T sample (K),T valve (k),DC current (mA),angle (°)
155.378095,-0.0689475,56.11157261457938,0.155378095,-6.89475e-05,0.6091,58.19113802909851,150.13,150.04,0.001,75.0
155.377535,-0.06926449999999999,51.314666699090424,0.155377535,-6.92645e-05,0.5601,64.93620371818542,150.13,149.97,0.001,75.0
155.37779,-0.06918899999999999,46.599157851336464,0.15537779000000002,-6.918899999999999e-05,0.5083500000000001,71.64077043533325,150.14,150.01,0.001,75.0
155.378195,-0.0693395,41.92868749539299,0.155378195,-6.93395e-05,0.45899999999999996,78.3260588645935,150.13,149.98,0.001,75.0
155.37824999999998,-0.069259,37.27513539594998,0.15537825,-6.925900000000001e-05,0.4095,84.99431824684143,150.11,150.01,0.001,75.0
155.37834999999998,-0.0693505,32.618619658311886,0.15537835,-6.93505e-05,0.35865,91.67235732078552,150.13,149.98,0.001,75.0
155.378555,-0.0694635,27.947496728397667,0.155378555,-6.94635e-05,0.30855,98.34592628479004,150.12,149.99,0.001,75.0
155.37901,-0.069377,23.258361392740753,0.15537900999999998,-6.9377e-05,0.25695,105.03544092178345,150.14,149.99,0.001,75.0
155.37936,-0.06956549999999999,18.556046778489065,0.15537936,-6.95655e-05,0.2064,111.72048664093018,150.12,149.99,0.001,75.0
155.37982,-0.069624,17.615007636575633,0.15537982,-6.962400000000001e-05,0.19595,116.16320466995239,150.12,150.01,0.001,75.0
155.380325,-0.0695755,16.674081935315986,0.155380325,-6.95755e-05,0.18569999999999998,120.5889163017273,150.12,149.97,0.001,75.0
155.38043000000002,-0.0695495,15.733426971832158,0.15538043,-6.95495e-05,0.1754,125.0451111793518,150.11,149.99,0.001,75.0
155.38053000000002,-0.069603,14.793213224591168,0.15538053000000002,-6.9603e-05,0.16494999999999999,129.4818136692047,150.12,150.02,0.001,75.0
155.38042499999997,-0.0697855,13.853624353405008,0.155380425,-6.97855e-05,0.1545,133.9170277118683,150.13,150.0,0.001,75.0
155.380735,-0.069732,12.914857199430665,0.155380735,-6.9732e-05,0.1452,138.3600721359253,150.15,150.01,0.001,75.0
155.38068500000003,-0.06979600000000001,11.977121785170102,0.15538068500000002,-6.979600000000001e-05,0.13425,142.80761981010437,150.14,149.99,0.001,75.0
155.38078500000003,-0.06958149999999999,11.040641314470264,0.15538078500000002,-6.958149999999999e-05,0.12365000000000001,147.25032377243042,150.12,150.02,0.001,75.0
155.381445,-0.0697425,10.105652172523085,0.155381445,-6.97425e-05,0.11499999999999999,151.67606043815613,150.12,150.0,0.001,75.0
155.38129,-0.06981749999999999,9.17240392586548,0.15538129,-6.98175e-05,0.10339999999999999,156.11027240753174,150.12,150.01,0.001,75.0
155.38134,-0.0698765,8.241159322379342,0.15538134,-6.98765e-05,0.09415,160.53748536109924,150.13,150.01,0.001,75.0
155.3818,-0.07011849999999999,7.312194291291557,0.15538180000000001,-7.011849999999999e-05,0.08395,164.97069001197815,150.13,149.97,0.001,75.0
155.3817,-0.069877,6.385797943173984,0.1553817,-6.9877e-05,0.07355,169.40937972068787,150.13,150.01,0.001,75.0
155.382305,-0.070086,5.462272569943473,0.155382305,-7.008599999999999e-05,0.06334999999999999,173.84409427642822,150.12,150.01,0.001,75.0
155.38290999999998,-0.0702095,4.541933644861854,0.15538290999999999,-7.02095e-05,0.05315,178.28329205513,150.11,149.98,0.001,75.0
155.384075,-0.070382,3.625109822535939,0.155384075,-7.0382e-05,0.0435,182.70502758026123,150.12,150.0,0.001,75.0
155.38488999999998,-0.070505,2.7121429389175247,0.15538489,-7.0505e-05,0.03405,187.11775660514832,150.12,150.01,0.001,75.0
155.386615,-0.0708595,1.803388011303391,0.155386615,-7.08595e-05,0.0234,191.54695081710815,150.14,150.02,0.001,75.0
155.39117499999998,-0.0715205,0.8992132383353009,0.155391175,-7.15205e-05,0.0129,195.96314787864685,150.11,150.03,0.001,75.0
155.39731499999996,-0.0722455,0.44896207619309175,0.15539731499999998,-7.22455e-05,0.0095,200.13277435302734,150.12,150.01,0.001,75.0
155.39888499999998,-0.0722455,0.39501759062550346,0.155398885,-7.22455e-05,0.0078,204.0506784915924,150.12,149.99,0.001,75.0
155.40081,-0.0725195,0.34109175223188015,0.15540081,-7.25195e-05,0.0076500000000000005,207.953928232193,150.11,150.01,0.001,75.0
155.40329499999999,-0.0726,0.28718464649371495,0.155403295,-7.26e-05,0.0072,211.8631613254547,150.13,149.99,0.001,75.0
155.40578499999998,-0.0725895,0.23329635906333102,0.155405785,-7.25895e-05,0.00625,215.78039813041687,150.12,150.02,0.001,75.0
155.408975,-0.07296000000000001,0.17942697576388178,0.155408975,-7.296e-05,0.006149999999999999,219.7101068496704,149.89,148.98,0.001,75.0
155.41415,-0.07299749999999999,0.12557658258935098,0.15541415,-7.29975e-05,0.00575,223.62683296203613,150.13,150.01,0.001,75.0
155.426165,-0.0731535,0.07174526570455253,0.155426165,-7.31535e-05,0.00425,227.54655027389526,150.12,150.01,0.001,75.0
155.44786499999998,-0.073175,0.01793311144513059,0.155447865,-7.3175e-05,0.0037999999999999996,231.45430088043213,150.12,150.01,0.001,75.0
155.47074,-0.07328749999999999,-0.035868361681283045,0.15547074,-7.32875e-05,0.00435,238.40933847427368,150.12,150.02,0.001,75.0
155.49152999999998,-0.0736045,-0.08968691308589159,0.15549153,-7.36045e-05,0.003,242.32506465911865,150.11,149.97,0.001,75.0
155.51728999999997,-0.07381900000000001,-0.14352459831834743,0.15551728999999997,-7.3819e-05,0.0031999999999999997,246.22281980514526,150.11,150.01,0.001,75.0
155.53463,-0.07441,-0.19738133109994987,0.15553463,-7.441e-05,0.0016,250.1320559978485,150.13,150.0,0.001,75.0
155.5362,-0.0752855,-0.25125702532282834,0.1555362,-7.52855e-05,0.0010500000000000002,254.03580784797668,150.11,150.0,0.001,75.0
155.534325,-0.076473,-0.3051515950499426,0.155534325,-7.6473e-05,0.00125,257.9315583705902,150.09,149.98,0.001,75.0
155.451315,-0.07781049999999999,-0.3590649545150826,0.155451315,-7.78105e-05,0.00075,261.8402235507965,150.12,150.0,0.001,75.0
